,theta_0,theta_1,t_miqp,obj_miqp,s_miqp,t_qp,obj_qp,s_qp,t_qp_dt,obj_qp_dt,s_qp_dt,t_qp_rf,obj_qp_rf,s_qp_rf
941,0.18447507823447618,0.7653475193813556,0.04285407066345215,0.45103975391685514,2,0.028042078018188477,0.45103975372662547,2,0.029836177825927734,0.45103975372662547,2,0.027759790420532227,0.45103975372662547,2
942,0.6507330502420193,0.05029424927468884,0.042511940002441406,0.27015688570482377,2,0.0037238597869873047,0.27015818697499683,2,0.0033779144287109375,0.27015818697499683,2,0.003144979476928711,0.27015818697499683,2
943,0.7530971196872117,0.6745809544609539,0.08197999000549316,0.856029535191966,2,0.004060983657836914,0.8560386849703513,2,0.0036880970001220703,0.8571199421505734,2,0.003525972366333008,0.8560386849703513,2
944,0.37986273431702344,0.9504222069856857,0.05105018615722656,0.8824459189151985,2,0.023469924926757812,0.8824496757215163,2,0.021641969680786133,0.8824496757215163,2,0.02210712432861328,0.8824496757215163,2
945,0.34885170153286105,0.0232285255248329,0.03228402137756348,0.03529862708854405,2,0.0038909912109375,0.03529862708854405,2,0.003229856491088867,0.03529862708854405,2,0.0034148693084716797,0.03529862708854405,2
946,0.25094850878794983,0.06101230372806732,0.05628609657287598,0.011337903474385807,2,0.004358053207397461,0.011338262096173606,2,0.0033118724822998047,0.01146535669895114,2,0.003798961639404297,0.011338262096173606,2
947,0.622463059591992,0.5864958672186087,0.04496002197265625,0.593334938365452,2,0.004322052001953125,0.5933414699640549,2,0.0037169456481933594,0.5933414699640549,2,0.0037660598754882812,0.5933414699640549,2
948,0.7250460465126511,0.6936512595426173,0.08583903312683105,0.8400716631692087,2,0.004351139068603516,0.8400853033818931,2,0.0037870407104492188,0.8400853033818931,2,0.0037081241607666016,0.8400853033818931,2
949,0.21081672090718295,0.7910748970048856,0.05298781394958496,0.5000430849933284,2,0.029559850692749023,0.5000302148859541,2,0.027415037155151367,0.5000302148859541,2,0.02905106544494629,0.5000302148859541,2
950,6.297964543278134e-05,0.6657671528030115,0.003654956817626953,0.2856866160298443,2,0.0016939640045166016,0.2856866275809385,2,0.0015418529510498047,0.2856866275809385,2,9.584426879882812e-05,,4
